Brand,Model,Car_Type,Year,Age_Years,Transmission,Fuel_Type,No_of_Owners,KM_Driven,Price_USD
Toyota,Sienna,Minivan,2025,1,Automatic,Petrol,1,12718,29550
Chevrolet,Bolt EV,Hatchback,2017,9,Automatic,Electric,1,112142,8630
Chevrolet,Malibu,Sedan,2018,8,Manual,CNG,3,120807,7740
BMW,4 Series,Coupe,2019,7,Semi-Automatic,Petrol,2,84125,21190
Audi,Q5,SUV,2019,7,CVT,Petrol,2,120519,19160
Subaru,Outback,SUV,2025,1,Manual,CNG,1,20494,20180
Kia,EV6,SUV,2021,5,Automatic,Electric,1,131115,20670
BMW,3 Series,Sedan,2022,4,Manual,Diesel,2,41250,24910
GMC,Acadia,SUV,2023,3,Automatic,Petrol,2,50833,23910
Mercedes-Benz,E-Class,Sedan,2024,2,Automatic,Petrol,1,28098,41860
Kia,K5,Sedan,2025,1,Automatic,Petrol,1,17786,20310
Ford,Explorer,SUV,2023,3,Manual,Petrol,1,35600,25620
Lexus,ES,Sedan,2023,3,Semi-Automatic,Petrol,1,48749,28880
Lexus,NX,SUV,2020,6,Automatic,Petrol,1,72730,20750
Honda,Civic,Sedan,2025,1,Manual,Petrol,1,13865,18520
BMW,5 Series,Sedan,2022,4,Automatic,Petrol,2,27496,34000
Subaru,Forester,SUV,2024,2,Manual,Petrol,1,37965,19240
Honda,Civic,Sedan,2026,0,Automatic,CNG,1,500,22150
Hyundai,Sonata,Sedan,2021,5,CVT,Hybrid,2,86226,11860
Hyundai,Santa Fe,SUV,2025,1,Automatic,Petrol,1,23507,24970
Lexus,ES,Sedan,2022,4,Automatic,Petrol,2,79930,23500
Jeep,Compass,SUV,2024,2,CVT,Petrol,1,36026,21120
Chevrolet,Traverse,SUV,2025,1,Automatic,Hybrid,1,18385,33330
Lexus,RX,SUV,2018,8,Automatic,Petrol,2,79765,18890
Ford,Mustang Convertible,Convertible,2017,9,Manual,Petrol,3,237504,7130
Renault,Clio,Hatchback,2020,6,Automatic,CNG,3,75133,8410
Hyundai,Ioniq 5,SUV,2017,9,Automatic,Electric,4,150256,11930
Kia,Forte,Sedan,2026,0,Automatic,Petrol,1,500,19450
Audi,A4,Sedan,2020,6,Automatic,Petrol,3,99169,17580
Chevrolet,Traverse,SUV,2014,12,Automatic,Petrol,4,159475,8570
Audi,A5,Coupe,2018,8,Automatic,Petrol,2,89207,18610
Lexus,ES,Sedan,2018,8,Automatic,Petrol,1,89774,16120
Tesla,Model 3,Sedan,2012,14,Automatic,Electric,2,238508,6550
Chevrolet,Spark,Hatchback,2016,10,Automatic,Petrol,1,84525,4780
BMW,Z4,Convertible,2018,8,Automatic,Diesel,3,131221,17750
Nissan,Titan,Truck,2017,9,Manual,Petrol,1,108772,12410
GMC,Terrain,SUV,2021,5,Automatic,Diesel,2,69338,15680
Kia,Forte,Sedan,2023,3,Automatic,Petrol,2,22921,12980
Honda,City,Sedan,2021,5,Automatic,Petrol,1,61804,10140
Toyota,RAV4,SUV,2020,6,CVT,Petrol,2,155314,11770
Volkswagen,Tiguan,SUV,2023,3,Automatic,Petrol,2,46108,18180
Honda,Accord,Sedan,2017,9,CVT,Petrol,2,181016,7250
Subaru,Outback,SUV,2023,3,Automatic,Petrol,2,32327,19400
Subaru,Forester,SUV,2021,5,Automatic,Petrol,1,127139,12060
Volkswagen,ID.4,SUV,2016,10,Automatic,Electric,4,113854,11710
Tesla,Model 3,Sedan,2017,9,Automatic,Electric,3,166231,12110
Honda,Odyssey,Minivan,2021,5,CVT,Petrol,1,85227,18620
Toyota,Prius Prime,Hatchback,2019,7,Automatic,Hybrid,2,105774,12330
Honda,Accord,Sedan,2021,5,Manual,Diesel,1,33896,14710
Honda,Civic,Sedan,2023,3,Manual,Hybrid,2,40125,14680
Kia,Rio,Hatchback,2015,11,Automatic,Hybrid,4,120951,4830
Volvo,XC90,SUV,2021,5,Automatic,Diesel,2,96144,28240
Ram,1500,Truck,2019,7,Manual,Diesel,1,56662,16220
Mercedes-Benz,E-Class,Sedan,2023,3,Automatic,Petrol,2,39316,38590
Mazda,Mazda3,Sedan,2018,8,Automatic,Petrol,2,111420,8470
Tesla,Model X,SUV,2025,1,Automatic,Electric,1,6980,72510
Renault,Clio,Hatchback,2017,9,Automatic,Petrol,2,114702,6910
Mazda,Mazda3,Sedan,2022,4,Automatic,Petrol,1,44765,14340
Chevrolet,Silverado 1500,Truck,2018,8,Automatic,Petrol,3,73879,13000
BMW,4 Series,Coupe,2019,7,CVT,Petrol,1,157938,18820
Hyundai,i20,Hatchback,2015,11,Semi-Automatic,Petrol,3,184331,3230
Volkswagen,Atlas,SUV,2022,4,Automatic,Petrol,1,46267,22710
Toyota,Highlander,SUV,2021,5,CVT,Petrol,2,105540,18200
Kia,Sorento,SUV,2024,2,Automatic,Hybrid,1,48827,25770
Ford,Explorer,SUV,2020,6,Manual,Petrol,3,98338,16500
Toyota,Yaris Hatchback,Hatchback,2020,6,Automatic,Hybrid,1,49754,9390
Toyota,Prius,Hatchback,2017,9,Automatic,Petrol,1,167845,7820
Nissan,Rogue,SUV,2020,6,CVT,Hybrid,3,66411,13320
Ford,Mustang Convertible,Convertible,2018,8,Automatic,Petrol,2,182055,11600
Hyundai,i20,Hatchback,2017,9,CVT,Petrol,3,75229,5240
Volkswagen,Tiguan,SUV,2023,3,Automatic,Petrol,2,22845,18540
Chrysler,Pacifica,Minivan,2016,10,Automatic,Petrol,2,150766,10220
Mercedes-Benz,C-Class,Sedan,2025,1,CVT,Petrol,1,18304,35030
Toyota,Yaris,Sedan,2011,15,Automatic,Petrol,4,359154,1200
Audi,A4,Sedan,2012,14,Semi-Automatic,CNG,1,302874,3250
Fiat,500,Hatchback,2013,13,Automatic,Petrol,4,157232,4030
Toyota,Yaris,Sedan,2019,7,Automatic,Diesel,2,63959,6900
Land Rover,Range Rover Sport,SUV,2024,2,CVT,Hybrid,1,29972,58030
Toyota,Tacoma,Truck,2015,11,Automatic,Petrol,2,293149,5130
Chrysler,Pacifica,Minivan,2016,10,Manual,CNG,1,132692,10200
BMW,4 Series,Coupe,2015,11,Automatic,Petrol,3,84186,12570
BMW,3 Series,Sedan,2023,3,Automatic,Diesel,1,52153,27560
Kia,Carnival,Minivan,2020,6,Automatic,Petrol,2,122720,14020
Tesla,Model S,Sedan,2020,6,Automatic,Electric,1,47593,36110
Tesla,Model X,SUV,2016,10,Automatic,Electric,1,226313,22410
BMW,3 Series,Sedan,2019,7,Automatic,Petrol,3,124115,16720
Honda,Fit,Hatchback,2015,11,Manual,Diesel,1,138282,4720
Audi,Q7,SUV,2020,6,Automatic,Hybrid,1,48274,31700
Nissan,Titan,Truck,2011,15,Manual,Petrol,3,215321,5140
Ram,1500,Truck,2017,9,Automatic,Diesel,2,120493,12680
Mazda,Mazda6,Sedan,2015,11,Automatic,Petrol,1,131170,6910
BMW,5 Series,Sedan,2024,2,Automatic,Petrol,1,20856,39670
Nissan,Altima,Sedan,2022,4,Automatic,Petrol,2,48222,14700
Toyota,Tundra,Truck,2017,9,Automatic,Petrol,1,160556,11270
Chevrolet,Equinox,SUV,2024,2,Automatic,Petrol,1,20548,22050
Mazda,CX-5,SUV,2025,1,Automatic,CNG,1,15818,23480
Mercedes-Benz,C-Class Coupe,Coupe,2024,2,Automatic,Petrol,1,11674,37010
Audi,A6,Sedan,2011,15,Automatic,Petrol,5,133130,9930
BMW,Z4,Convertible,2022,4,Automatic,Diesel,1,37078,32590
Hyundai,Elantra,Sedan,2022,4,Automatic,Petrol,2,57805,11770
Hyundai,Tucson,SUV,2024,2,CVT,Petrol,1,26427,20320
Nissan,Rogue,SUV,2024,2,Automatic,Petrol,1,29505,22720
Nissan,Murano,SUV,2025,1,Automatic,Petrol,1,7680,30630
Nissan,Sentra,Sedan,2017,9,Automatic,Diesel,4,133250,6160
Nissan,Leaf,Hatchback,2016,10,Automatic,Electric,3,74334,8420
Peugeot,208,Hatchback,2026,0,Automatic,Petrol,1,500,19280
Honda,Odyssey,Minivan,2017,9,Automatic,Petrol,1,134844,11680
Nissan,Rogue,SUV,2022,4,CVT,Petrol,2,49921,16520
Chevrolet,Camaro Convertible,Convertible,2024,2,Automatic,Diesel,1,42327,28590
Nissan,Versa,Hatchback,2017,9,Automatic,Petrol,3,97326,5330
Hyundai,Sonata,Sedan,2016,10,Automatic,Hybrid,4,186960,6080
BMW,X5,SUV,2021,5,Automatic,Petrol,2,99746,30480
Mazda,Mazda6,Sedan,2020,6,Semi-Automatic,Petrol,1,127010,9880
Audi,A5,Coupe,2024,2,Manual,Petrol,1,20703,34480
Porsche,911,Coupe,2022,4,Semi-Automatic,Diesel,2,29248,60140
Hyundai,Sonata,Sedan,2025,1,CVT,Hybrid,1,10209,21090
Jeep,Wrangler,SUV,2020,6,Semi-Automatic,Petrol,2,67726,17110
Toyota,Yaris,Sedan,2014,12,Automatic,Petrol,4,215227,2550
Mercedes-Benz,GLE,SUV,2025,1,Automatic,Hybrid,1,17744,56140
Volkswagen,Tiguan,SUV,2021,5,Automatic,Petrol,2,97460,14320
Mazda,CX-5,SUV,2013,13,Manual,Petrol,5,220936,3740
Hyundai,Elantra,Sedan,2022,4,Automatic,Petrol,2,36363,11800
Toyota,Yaris,Sedan,2019,7,Manual,Petrol,2,119441,5260
Honda,Insight,Sedan,2021,5,Automatic,Hybrid,1,91576,13770
Ford,Fusion,Sedan,2022,4,Automatic,Diesel,1,100895,13220
Chevrolet,Malibu,Sedan,2018,8,CVT,Hybrid,3,180402,6700
Subaru,Legacy,Sedan,2021,5,Automatic,Petrol,2,57721,12650
Volkswagen,Jetta,Sedan,2011,15,CVT,Diesel,2,285735,1200
Hyundai,i20,Hatchback,2015,11,CVT,Diesel,3,145727,3690
Kia,EV6,SUV,2016,10,Automatic,Electric,2,143978,12170
Toyota,RAV4,SUV,2023,3,Automatic,Hybrid,1,37836,19720
Toyota,RAV4,SUV,2023,3,Automatic,Petrol,2,63754,19350
Chevrolet,Spark,Hatchback,2018,8,Automatic,Petrol,2,124764,5410
Toyota,RAV4,SUV,2014,12,Automatic,Hybrid,2,92830,7840
Toyota,Tacoma,Truck,2018,8,Automatic,Petrol,2,141171,9940
Toyota,Prius Prime,Hatchback,2021,5,Automatic,Hybrid,1,54785,17760
Ford,F-150,Truck,2020,6,Automatic,Petrol,2,105490,16490
Nissan,Altima,Sedan,2019,7,CVT,Petrol,2,115364,10580
Nissan,Sentra,Sedan,2024,2,Manual,Petrol,1,34326,14950
Toyota,RAV4,SUV,2015,11,Manual,Diesel,3,182608,6780
Kia,Sorento,SUV,2024,2,Automatic,Hybrid,1,23655,24440
Honda,Odyssey,Minivan,2018,8,CVT,Diesel,2,126128,11120
Hyundai,Ioniq 5,SUV,2020,6,Automatic,Electric,2,136644,16500
Ford,Mustang Mach-E,SUV,2019,7,Automatic,Electric,1,144014,17890
Ford,Mustang Mach-E,SUV,2023,3,Automatic,Electric,1,47211,29990
Renault,Clio,Hatchback,2023,3,Automatic,Diesel,2,40258,12810
GMC,Terrain,SUV,2017,9,Manual,CNG,4,124212,7790
Honda,Odyssey,Minivan,2020,6,CVT,CNG,1,48320,14620
Ford,F-150,Truck,2021,5,Automatic,Petrol,1,42819,19670
Chevrolet,Camaro Convertible,Convertible,2017,9,Manual,Petrol,2,69807,12040
Audi,Q7,SUV,2022,4,Manual,Petrol,1,39981,35960
Nissan,Murano,SUV,2017,9,CVT,Petrol,2,115449,11880
Tesla,Model S,Sedan,2026,0,Automatic,Electric,1,500,64070
Toyota,Corolla,Sedan,2020,6,Automatic,Petrol,1,77661,11250
Audi,A6,Sedan,2024,2,Automatic,Petrol,1,33443,39460
Toyota,Yaris Hatchback,Hatchback,2022,4,Automatic,Petrol,2,65413,9230
Mercedes-Benz,C-Class Coupe,Coupe,2023,3,Automatic,Hybrid,2,60938,30910
Skoda,Octavia,Sedan,2015,11,Automatic,Petrol,1,125195,7340
Tesla,Model S,Sedan,2023,3,Automatic,Electric,1,32057,48360
Chevrolet,Spark,Hatchback,2017,9,Automatic,Petrol,4,116955,4730
Lexus,RX,SUV,2024,2,Automatic,Petrol,1,29389,34780
Chevrolet,Malibu,Sedan,2020,6,Automatic,Petrol,3,55259,11260
Chrysler,Pacifica,Minivan,2018,8,Automatic,Petrol,3,65571,12980
Ford,Fusion,Sedan,2024,2,Automatic,CNG,1,20211,17130
Nissan,Altima,Sedan,2024,2,Manual,Diesel,1,46357,16110
Toyota,Tacoma,Truck,2021,5,Manual,Petrol,2,63320,15000
Mercedes-Benz,GLE,SUV,2026,0,Automatic,Diesel,1,500,55110
Honda,Fit,Hatchback,2024,2,Automatic,Petrol,1,47615,11460
Hyundai,Tucson,SUV,2016,10,Automatic,Petrol,4,131437,8270
Toyota,Yaris,Sedan,2021,5,Manual,Petrol,1,126748,6110
Mini,Cooper Convertible,Convertible,2024,2,Automatic,CNG,1,21314,20450
Chevrolet,Malibu,Sedan,2026,0,Manual,Petrol,1,500,22700
Chevrolet,Spark,Hatchback,2021,5,Manual,Petrol,1,57164,8160
Kia,Sportage,SUV,2022,4,Manual,Hybrid,2,56420,16800
Audi,Q7,SUV,2022,4,CVT,Petrol,2,49932,34560
Honda,City,Sedan,2025,1,CVT,Petrol,1,20200,13300
Mazda,MX-5 Miata,Convertible,2025,1,Automatic,Diesel,1,20250,23440
Hyundai,Veloster,Coupe,2024,2,Automatic,Petrol,1,24207,15080
Kia,Sportage,SUV,2020,6,Automatic,Diesel,2,67239,13410
Renault,Clio,Hatchback,2026,0,Automatic,Hybrid,1,500,20400
Mazda,CX-5,SUV,2016,10,Automatic,Hybrid,4,216232,5010
Mazda,Mazda3,Sedan,2024,2,Automatic,Petrol,1,28098,16020
Toyota,Highlander,SUV,2017,9,Manual,Petrol,4,161328,10830
Honda,Accord,Sedan,2022,4,Semi-Automatic,Petrol,1,81866,17320
Audi,A5,Coupe,2025,1,Automatic,Petrol,1,16863,40370
Hyundai,i20,Hatchback,2019,7,CVT,Petrol,2,77311,6140
Lexus,RX,SUV,2017,9,Automatic,Petrol,3,168905,14500
Nissan,Titan,Truck,2021,5,Automatic,Diesel,1,51284,18180
Ford,Mustang,Coupe,2021,5,Manual,Petrol,1,77237,15710
Ford,F-150,Truck,2024,2,CVT,Petrol,1,17159,27880
Subaru,Forester,SUV,2021,5,Automatic,Petrol,2,96576,13620
Renault,Clio,Hatchback,2024,2,Automatic,Petrol,1,14881,15290
Honda,CR-V,SUV,2024,2,CVT,Petrol,1,21649,21950
Subaru,Legacy,Sedan,2013,13,Automatic,Petrol,4,201192,4190
Toyota,Yaris Hatchback,Hatchback,2022,4,Automatic,Hybrid,1,96256,9540
Mini,Cooper Convertible,Convertible,2020,6,Automatic,Petrol,2,44100,13890
Audi,A6,Sedan,2012,14,CVT,Petrol,2,134056,11000
Toyota,Corolla,Sedan,2020,6,Automatic,Diesel,3,111894,8570
Nissan,370Z,Coupe,2021,5,Manual,Petrol,1,96155,17570
Nissan,Titan,Truck,2016,10,Manual,Petrol,3,197476,6760
Mini,Cooper Convertible,Convertible,2025,1,Automatic,Petrol,1,13673,26210
Jeep,Compass,SUV,2020,6,Automatic,Petrol,2,77161,13130
Volkswagen,Tiguan,SUV,2024,2,Automatic,Petrol,1,32585,21570
Kia,Rio,Hatchback,2022,4,Automatic,Hybrid,2,51270,10590
Kia,Sorento,SUV,2024,2,Automatic,Petrol,1,46773,24970
Ford,Focus,Hatchback,2016,10,Automatic,Petrol,4,118838,5990
Chevrolet,Camaro,Coupe,2021,5,Automatic,Petrol,1,104278,14900
Toyota,Corolla,Sedan,2023,3,CVT,Petrol,1,45840,13880
Toyota,Prius,Hatchback,2017,9,CVT,Diesel,1,115300,9550
Nissan,370Z,Coupe,2021,5,CVT,Petrol,2,87657,17240
Mercedes-Benz,GLE,SUV,2022,4,Semi-Automatic,Petrol,2,82440,33110
Chevrolet,Spark,Hatchback,2015,11,Automatic,Hybrid,3,167034,3390
Honda,Insight,Sedan,2020,6,Manual,Diesel,2,62243,11010
Honda,Insight,Sedan,2021,5,Automatic,Hybrid,2,85584,12840
Mercedes-Benz,GLE,SUV,2023,3,Automatic,Petrol,2,50154,40890
BMW,3 Series,Sedan,2018,8,Automatic,Petrol,1,191017,15400
Toyota,Yaris,Sedan,2023,3,CVT,Petrol,2,27445,10480
Hyundai,Ioniq 5,SUV,2011,15,Automatic,Electric,5,247829,4980
Volvo,XC90,SUV,2023,3,Automatic,Petrol,2,41261,36600
Volkswagen,Tiguan,SUV,2020,6,Automatic,Petrol,1,84107,13430
Ford,Focus,Hatchback,2018,8,Automatic,CNG,3,168117,4890
Toyota,Tundra,Truck,2016,10,Automatic,Petrol,2,129175,11140
Chevrolet,Camaro Convertible,Convertible,2023,3,CVT,Petrol,1,45826,24290
Audi,A5,Coupe,2017,9,CVT,Petrol,2,78315,15110
Toyota,Prius Prime,Hatchback,2015,11,Automatic,Petrol,4,78299,7510
Nissan,Titan,Truck,2023,3,Manual,Diesel,1,65403,20340
BMW,3 Series,Sedan,2018,8,Automatic,Petrol,1,176632,15020
Porsche,911,Coupe,2022,4,Manual,Hybrid,1,37592,68840
Volvo,XC90,SUV,2015,11,Automatic,Petrol,3,101010,15510
Hyundai,Elantra,Sedan,2019,7,Automatic,CNG,3,96952,8310
Kia,Sportage,SUV,2021,5,Manual,Petrol,1,113231,13330
Lexus,IS,Sedan,2020,6,Manual,Diesel,1,101832,17830
Volkswagen,Tiguan,SUV,2024,2,Automatic,Petrol,1,28833,20860
Kia,Sportage,SUV,2014,12,CVT,Petrol,1,121895,7190
Nissan,Sentra,Sedan,2023,3,Manual,Petrol,2,46112,12910
Jeep,Compass,SUV,2017,9,Manual,Petrol,4,162264,7280
Volvo,XC60,SUV,2016,10,Automatic,Petrol,4,90055,12770
Hyundai,Veloster,Coupe,2018,8,Automatic,Diesel,2,117386,7010
Volvo,XC60,SUV,2022,4,Manual,Petrol,1,36950,25340
Subaru,Forester,SUV,2024,2,Automatic,Petrol,1,32033,21150
Lexus,NX,SUV,2022,4,CVT,Petrol,2,38329,23080
Audi,A6,Sedan,2021,5,Manual,Petrol,2,62467,27970
Mazda,CX-9,SUV,2024,2,Automatic,CNG,1,37733,24390
Ram,1500,Truck,2020,6,Automatic,Petrol,2,102216,17540
Volkswagen,Golf,Hatchback,2024,2,Manual,Diesel,1,34670,15860
Mercedes-Benz,C-Class Coupe,Coupe,2018,8,Automatic,Diesel,1,71499,19510
Audi,Q5,SUV,2022,4,Semi-Automatic,Petrol,1,29582,29480
Ram,1500,Truck,2013,13,Automatic,Petrol,2,196928,7390
Mercedes-Benz,GLC,SUV,2022,4,CVT,Petrol,1,103303,27680
Mercedes-Benz,C-Class Coupe,Coupe,2021,5,Automatic,Petrol,1,74537,24880
Jeep,Grand Cherokee,SUV,2022,4,Manual,Petrol,2,89015,19870
Kia,Forte,Sedan,2019,7,Automatic,CNG,2,78731,8170
Toyota,Yaris,Sedan,2021,5,Automatic,Petrol,1,59390,8370
Honda,Fit,Hatchback,2020,6,Automatic,Petrol,2,79196,8520
Subaru,Legacy,Sedan,2018,8,CVT,Petrol,1,96432,9380
Mazda,CX-5,SUV,2017,9,Automatic,Petrol,3,91970,9170
Toyota,Corolla,Sedan,2019,7,Automatic,Petrol,2,128780,8430
Toyota,Sienna,Minivan,2017,9,Automatic,Petrol,4,142452,11540
Suzuki,Swift,Hatchback,2023,3,CVT,Petrol,1,37599,10130
Subaru,Outback,SUV,2020,6,Automatic,Diesel,2,91414,13970
Tesla,Model X,SUV,2020,6,Automatic,Electric,1,100216,40490
Subaru,Forester,SUV,2019,7,Automatic,Petrol,2,117410,10400
Honda,Fit,Hatchback,2024,2,Automatic,Petrol,1,25607,12960
Jeep,Compass,SUV,2020,6,Semi-Automatic,Diesel,3,87010,12470
Mazda,Mazda6,Sedan,2020,6,Automatic,Petrol,3,56664,12270
Mercedes-Benz,C-Class,Sedan,2021,5,CVT,Diesel,1,44263,23930
Honda,Pilot,SUV,2022,4,CVT,Petrol,1,97479,21800
Peugeot,208,Hatchback,2024,2,Automatic,Petrol,1,17531,14150
Chevrolet,Camaro Convertible,Convertible,2018,8,Manual,Petrol,3,70091,13020
Hyundai,Elantra,Sedan,2022,4,Automatic,Petrol,2,39161,12770
Hyundai,Santa Fe,SUV,2026,0,Manual,Petrol,1,500,28520
BMW,3 Series,Sedan,2025,1,Automatic,Petrol,1,12243,36950
GMC,Terrain,SUV,2025,1,Automatic,Petrol,1,9960,25000
Volvo,XC60,SUV,2021,5,Automatic,Hybrid,1,50559,24250
BMW,X3,SUV,2016,10,Automatic,Petrol,2,181599,12990
Porsche,911,Coupe,2021,5,Manual,Petrol,2,68628,52260
Toyota,Corolla,Sedan,2014,12,Automatic,Petrol,4,130855,5400
Toyota,Tundra,Truck,2014,12,Automatic,Diesel,3,148156,9090
Volkswagen,Golf,Hatchback,2018,8,Manual,Petrol,2,64501,9160
Kia,EV6,SUV,2026,0,Automatic,Electric,1,500,38900
Toyota,Highlander,SUV,2022,4,Automatic,Hybrid,2,35459,24680
Chevrolet,Silverado 1500,Truck,2022,4,Automatic,Petrol,2,62806,19500
Chrysler,Pacifica,Minivan,2023,3,Manual,Petrol,1,48755,23810
Tesla,Model X,SUV,2019,7,Automatic,Electric,2,86567,36140
Chevrolet,Equinox,SUV,2024,2,Automatic,Diesel,1,37135,20450
Kia,EV6,SUV,2023,3,Automatic,Electric,1,22155,26440
Toyota,Tundra,Truck,2023,3,Manual,Petrol,2,36872,25270
Honda,Odyssey,Minivan,2012,14,Manual,Petrol,2,114327,6820
Chevrolet,Camaro Convertible,Convertible,2022,4,Automatic,Diesel,1,50973,23810
Jeep,Compass,SUV,2015,11,Semi-Automatic,Petrol,4,152839,6930
Nissan,Sentra,Sedan,2015,11,Manual,Petrol,3,244000,2810
Ford,Escape,SUV,2025,1,Automatic,Hybrid,1,13732,26350
Subaru,Forester,SUV,2025,1,Automatic,Petrol,1,19219,24050
Mazda,Mazda6,Sedan,2012,14,CVT,Diesel,1,216532,3580
Chevrolet,Spark,Hatchback,2016,10,Automatic,Petrol,3,113458,4430
Nissan,Murano,SUV,2022,4,Automatic,Petrol,2,53020,19920
Mini,Cooper Convertible,Convertible,2023,3,Manual,Hybrid,2,36465,20060
Audi,A4,Sedan,2015,11,Automatic,Petrol,2,157932,10910
Hyundai,Tucson,SUV,2019,7,Automatic,Petrol,3,76477,12050
Jeep,Grand Cherokee,SUV,2014,12,Automatic,Petrol,3,157633,9460
Ford,Mustang,Coupe,2025,1,Automatic,CNG,1,25568,24890
Nissan,Versa,Hatchback,2020,6,Semi-Automatic,Petrol,1,99968,7840
Subaru,Legacy,Sedan,2020,6,Automatic,Petrol,2,118484,10660
Mercedes-Benz,GLC,SUV,2023,3,CVT,CNG,1,34297,29600
Nissan,Versa,Hatchback,2022,4,Automatic,Petrol,1,56016,9670
Mazda,MX-5 Miata,Convertible,2022,4,Automatic,Petrol,1,53221,16470
Chevrolet,Malibu,Sedan,2023,3,Automatic,Petrol,2,39876,15200
Ford,Fusion,Sedan,2023,3,Automatic,Petrol,2,37270,15370
Ford,Mustang Mach-E,SUV,2019,7,Automatic,Electric,2,76133,17560
Toyota,GR86,Coupe,2026,0,CVT,CNG,1,500,25970
Nissan,Versa,Hatchback,2021,5,Automatic,CNG,1,93645,7400
Skoda,Octavia,Sedan,2021,5,Manual,Petrol,1,78201,11540
Nissan,Versa,Hatchback,2020,6,Automatic,Hybrid,1,93169,8050
Audi,Q7,SUV,2021,5,Automatic,Petrol,2,49986,30950
Audi,Q5,SUV,2021,5,CVT,Petrol,1,68203,25210
Skoda,Octavia,Sedan,2020,6,Automatic,Petrol,1,51620,11670
Honda,CR-V,SUV,2026,0,Automatic,Hybrid,1,500,28240
Volkswagen,Jetta,Sedan,2024,2,Automatic,Diesel,1,24322,14790
Subaru,Forester,SUV,2021,5,Automatic,Petrol,2,67635,15440
Chevrolet,Equinox,SUV,2025,1,Automatic,Hybrid,1,8895,24730
Nissan,Titan,Truck,2024,2,Automatic,Hybrid,1,50584,27950
Tesla,Model X,SUV,2024,2,Automatic,Electric,1,38309,62760
Tesla,Model Y,SUV,2026,0,Automatic,Electric,1,500,40860
Nissan,370Z,Coupe,2022,4,CVT,Petrol,1,76928,19330
Jeep,Compass,SUV,2020,6,Automatic,Petrol,1,134039,10240
Jeep,Wrangler,SUV,2020,6,Manual,Petrol,1,66113,16460
Ford,F-150,Truck,2023,3,Manual,Petrol,2,51785,21130
Mazda,CX-9,SUV,2024,2,Automatic,Petrol,1,30644,26100
Nissan,Leaf,Hatchback,2021,5,Automatic,Electric,2,75948,13630
Chevrolet,Camaro Convertible,Convertible,2018,8,Automatic,Petrol,1,95595,16390
Mercedes-Benz,GLC,SUV,2020,6,Manual,Petrol,3,78608,19270
Toyota,Sienna,Minivan,2018,8,Manual,Petrol,2,97896,13390
Mercedes-Benz,GLC,SUV,2024,2,Automatic,CNG,1,21702,34730
Toyota,GR86,Coupe,2024,2,Manual,Petrol,1,25541,20720
Nissan,Leaf,Hatchback,2018,8,Automatic,Electric,3,150922,7430
Mazda,MX-5 Miata,Convertible,2022,4,Automatic,Petrol,2,37137,15670
Chrysler,Pacifica,Minivan,2024,2,Automatic,Petrol,1,25907,25570
Hyundai,Ioniq 5,SUV,2020,6,Automatic,Electric,1,45527,19210
Ford,Fusion,Sedan,2023,3,Automatic,Hybrid,1,56827,15640
Honda,Insight,Sedan,2023,3,Automatic,Petrol,2,55603,14380
Tesla,Model S,Sedan,2019,7,Automatic,Electric,3,97788,27530
Skoda,Octavia,Sedan,2022,4,Manual,Hybrid,2,42080,13760
Chevrolet,Equinox,SUV,2024,2,Automatic,Diesel,1,47801,18630
Skoda,Octavia,Sedan,2023,3,Automatic,Diesel,2,43327,15020
Mini,Cooper Convertible,Convertible,2016,10,Automatic,Petrol,2,104469,8860
Ford,F-150,Truck,2021,5,Automatic,Diesel,1,70065,19290
Lexus,RX,SUV,2020,6,Automatic,CNG,1,133443,18160
Ford,Mustang Mach-E,SUV,2023,3,Automatic,Electric,2,24993,27750
Nissan,Titan,Truck,2025,1,Automatic,Petrol,1,13096,31440
Volkswagen,ID.4,SUV,2021,5,Automatic,Electric,2,41204,20860
Volvo,XC90,SUV,2022,4,Automatic,Petrol,2,96540,33220
Toyota,Yaris,Sedan,2015,11,Automatic,Petrol,1,213949,2420
Nissan,370Z,Coupe,2024,2,CVT,Petrol,1,39187,23420
Nissan,Rogue,SUV,2024,2,Automatic,Petrol,1,48675,19330
Ram,1500,Truck,2023,3,Automatic,Petrol,2,51192,23060
Hyundai,i20,Hatchback,2023,3,Automatic,Hybrid,2,38430,10950
Land Rover,Range Rover Evoque,SUV,2020,6,Automatic,Petrol,1,136810,22000
GMC,Sierra 1500,Truck,2018,8,CVT,Petrol,3,105380,13060
Toyota,Camry,Sedan,2022,4,Automatic,Petrol,1,76327,15140
GMC,Terrain,SUV,2018,8,CVT,Diesel,2,58457,10330
Toyota,GR86,Coupe,2020,6,Automatic,Petrol,1,56047,15260
Ford,Fusion,Sedan,2025,1,Automatic,Petrol,1,13784,19720
Nissan,370Z,Coupe,2022,4,CVT,Diesel,2,51701,18880
Chevrolet,Bolt EV,Hatchback,2020,6,Automatic,Electric,3,65943,11560
Chevrolet,Equinox,SUV,2024,2,Automatic,Petrol,1,31024,21510
Volvo,XC90,SUV,2019,7,Manual,Diesel,2,88382,21280
Mazda,CX-5,SUV,2024,2,Automatic,Petrol,1,26775,21680
Toyota,Camry,Sedan,2015,11,Automatic,Petrol,2,152929,7720
Skoda,Octavia,Sedan,2025,1,Automatic,Petrol,1,9946,21450
Honda,CR-V,SUV,2023,3,CVT,Petrol,2,37415,20160
